Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Reset Pin,Chrome 120.0.0.0,,,02-01-2024 21:10:57,02-01-2024 21:11:16,18.315s,FAILED
,,,,,,,
Test Cases/TC Pin,Chrome 120.0.0.0,,,02-01-2024 21:10:58,02-01-2024 21:11:16,17.903s,FAILED
"openBrowser("""")",Chrome 120.0.0.0,,,02-01-2024 21:10:58,02-01-2024 21:11:01,2.484s,PASSED
"navigateToUrl(""https://www.netflix.com/id/login"")",Chrome 120.0.0.0,,,02-01-2024 21:11:01,02-01-2024 21:11:05,4.230s,PASSED
"click(findTestObject(""Object Repository/Login/1 email""))",Chrome 120.0.0.0,,,02-01-2024 21:11:05,02-01-2024 21:11:06,0.778s,PASSED
"setText(findTestObject(""Object Repository/Login/2 user id""), email)",Chrome 120.0.0.0,,,02-01-2024 21:11:06,02-01-2024 21:11:07,0.986s,PASSED
"setText(findTestObject(""Object Repository/Login/3 password""), password)",Chrome 120.0.0.0,,,02-01-2024 21:11:07,02-01-2024 21:11:08,1.003s,PASSED
"click(findTestObject(""Object Repository/Login/4 sign in""))",Chrome 120.0.0.0,,,02-01-2024 21:11:08,02-01-2024 21:11:08,0.453s,PASSED
delay(2),Chrome 120.0.0.0,,,02-01-2024 21:11:08,02-01-2024 21:11:10,2.063s,PASSED
"navigateToUrl(""https://www.netflix.com/YourAccount"")",Chrome 120.0.0.0,,,02-01-2024 21:11:10,02-01-2024 21:11:13,2.425s,PASSED
"click(findTestObject(""Pin/pin expand button 1""))",Chrome 120.0.0.0,,,02-01-2024 21:11:13,02-01-2024 21:11:16,2.805s,FAILED
