Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Set Pin Only,Chrome 120.0.0.0,,,02-01-2024 13:02:02,02-01-2024 13:03:54,1m - 51.687s,PASSED
,,,,,,,
Test Cases/PinOnly,Chrome 120.0.0.0,,,02-01-2024 13:02:03,02-01-2024 13:03:54,1m - 51.303s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,02-01-2024 13:02:04,02-01-2024 13:02:06,2.297s,PASSED
"navigateToUrl(""https://www.netflix.com/id/login"")",Chrome 120.0.0.0,,,02-01-2024 13:02:06,02-01-2024 13:02:10,4.180s,PASSED
"click(findTestObject(""Object Repository/Login/1 email""))",Chrome 120.0.0.0,,,02-01-2024 13:02:10,02-01-2024 13:02:11,0.679s,PASSED
"setText(findTestObject(""Object Repository/Login/2 user id""), email)",Chrome 120.0.0.0,,,02-01-2024 13:02:11,02-01-2024 13:02:12,0.791s,PASSED
"setText(findTestObject(""Object Repository/Login/3 password""), password)",Chrome 120.0.0.0,,,02-01-2024 13:02:12,02-01-2024 13:02:12,0.829s,PASSED
"click(findTestObject(""Object Repository/Login/4 sign in""))",Chrome 120.0.0.0,,,02-01-2024 13:02:12,02-01-2024 13:02:13,0.368s,PASSED
delay(2),Chrome 120.0.0.0,,,02-01-2024 13:02:13,02-01-2024 13:02:15,2.059s,PASSED
"navigateToUrl(""https://www.netflix.com/YourAccount"")",Chrome 120.0.0.0,,,02-01-2024 13:02:15,02-01-2024 13:02:18,2.666s,PASSED
"click(findTestObject(""Pin/pin expand button 1""))",Chrome 120.0.0.0,,,02-01-2024 13:02:18,02-01-2024 13:02:18,0.598s,PASSED
"click(findTestObject(""Pin/pin change 1""))",Chrome 120.0.0.0,,,02-01-2024 13:02:18,02-01-2024 13:02:20,1.584s,PASSED
"setText(findTestObject(""Pin/pin input password""), password)",Chrome 120.0.0.0,,,02-01-2024 13:02:20,02-01-2024 13:02:21,1.472s,PASSED
"click(findTestObject(""Pin/pin input password continue""))",Chrome 120.0.0.0,,,02-01-2024 13:02:21,02-01-2024 13:02:22,0.463s,PASSED
"if (verifyElementNotPresent(findTestObject(""Pin/pin input A""), 2, OPTIONAL))",Chrome 120.0.0.0,,,02-01-2024 13:02:22,02-01-2024 13:02:24,2.427s,PASSED
else,Chrome 120.0.0.0,,,02-01-2024 13:02:24,02-01-2024 13:02:35,10.781s,PASSED
"click(findTestObject(""Pin/pin expand button 2""))",Chrome 120.0.0.0,,,02-01-2024 13:02:35,02-01-2024 13:02:37,2.416s,PASSED
"click(findTestObject(""Pin/pin change 2""))",Chrome 120.0.0.0,,,02-01-2024 13:02:37,02-01-2024 13:02:38,1.050s,PASSED
"setText(findTestObject(""Pin/pin input password""), password)",Chrome 120.0.0.0,,,02-01-2024 13:02:38,02-01-2024 13:02:39,0.928s,PASSED
"click(findTestObject(""Pin/pin input password continue""))",Chrome 120.0.0.0,,,02-01-2024 13:02:39,02-01-2024 13:02:40,0.464s,PASSED
"if (verifyElementNotPresent(findTestObject(""Pin/pin input A""), 2, OPTIONAL))",Chrome 120.0.0.0,,,02-01-2024 13:02:40,02-01-2024 13:02:42,2.652s,PASSED
else,Chrome 120.0.0.0,,,02-01-2024 13:02:42,02-01-2024 13:02:54,11.372s,PASSED
"click(findTestObject(""Pin/pin expand button 3""))",Chrome 120.0.0.0,,,02-01-2024 13:02:54,02-01-2024 13:02:56,2.120s,PASSED
"click(findTestObject(""Pin/pin change 3""))",Chrome 120.0.0.0,,,02-01-2024 13:02:56,02-01-2024 13:02:57,1.038s,PASSED
"setText(findTestObject(""Pin/pin input password""), password)",Chrome 120.0.0.0,,,02-01-2024 13:02:57,02-01-2024 13:02:58,0.868s,PASSED
"click(findTestObject(""Pin/pin input password continue""))",Chrome 120.0.0.0,,,02-01-2024 13:02:58,02-01-2024 13:02:58,0.459s,PASSED
"if (verifyElementNotPresent(findTestObject(""Pin/pin input A""), 2, OPTIONAL))",Chrome 120.0.0.0,,,02-01-2024 13:02:58,02-01-2024 13:03:01,2.372s,PASSED
else,Chrome 120.0.0.0,,,02-01-2024 13:03:01,02-01-2024 13:03:11,10.793s,PASSED
"click(findTestObject(""Pin/pin expand button 4""))",Chrome 120.0.0.0,,,02-01-2024 13:03:11,02-01-2024 13:03:14,2.347s,PASSED
"click(findTestObject(""Pin/pin change 4""))",Chrome 120.0.0.0,,,02-01-2024 13:03:14,02-01-2024 13:03:15,1.040s,PASSED
"setText(findTestObject(""Pin/pin input password""), password)",Chrome 120.0.0.0,,,02-01-2024 13:03:15,02-01-2024 13:03:16,1.156s,PASSED
"click(findTestObject(""Pin/pin input password continue""))",Chrome 120.0.0.0,,,02-01-2024 13:03:16,02-01-2024 13:03:16,0.472s,PASSED
"if (verifyElementNotPresent(findTestObject(""Pin/pin input A""), 2, OPTIONAL))",Chrome 120.0.0.0,,,02-01-2024 13:03:16,02-01-2024 13:03:19,2.377s,PASSED
else,Chrome 120.0.0.0,,,02-01-2024 13:03:19,02-01-2024 13:03:29,10.592s,PASSED
"click(findTestObject(""Pin/pin expand button 5""))",Chrome 120.0.0.0,,,02-01-2024 13:03:29,02-01-2024 13:03:32,2.486s,PASSED
"click(findTestObject(""Pin/pin change 5""))",Chrome 120.0.0.0,,,02-01-2024 13:03:32,02-01-2024 13:03:33,1.066s,PASSED
"setText(findTestObject(""Pin/pin input password""), password)",Chrome 120.0.0.0,,,02-01-2024 13:03:33,02-01-2024 13:03:34,0.894s,PASSED
"click(findTestObject(""Pin/pin input password continue""))",Chrome 120.0.0.0,,,02-01-2024 13:03:34,02-01-2024 13:03:34,0.448s,PASSED
"if (verifyElementNotPresent(findTestObject(""Pin/pin input A""), 2, OPTIONAL))",Chrome 120.0.0.0,,,02-01-2024 13:03:34,02-01-2024 13:03:37,2.369s,PASSED
else,Chrome 120.0.0.0,,,02-01-2024 13:03:37,02-01-2024 13:03:47,10.318s,PASSED
delay(2),Chrome 120.0.0.0,,,02-01-2024 13:03:47,02-01-2024 13:03:49,2.023s,PASSED
"navigateToUrl(""https://www.netflix.com/id/logout"")",Chrome 120.0.0.0,,,02-01-2024 13:03:49,02-01-2024 13:03:50,0.927s,PASSED
"click(findTestObject(""sign out""))",Chrome 120.0.0.0,,,02-01-2024 13:03:50,02-01-2024 13:03:52,2.194s,PASSED
delay(2),Chrome 120.0.0.0,,,02-01-2024 13:03:52,02-01-2024 13:03:54,2.014s,PASSED
