Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Full Reset,Chrome 120.0.0.0,,,02-01-2024 13:34:59,02-01-2024 13:36:54,1m - 54.589s,PASSED
,,,,,,,
Test Cases/TC Full Reset,Chrome 120.0.0.0,,,02-01-2024 13:35:00,02-01-2024 13:36:54,1m - 54.253s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,02-01-2024 13:35:00,02-01-2024 13:35:03,2.251s,PASSED
"navigateToUrl(""https://www.netflix.com/id/login"")",Chrome 120.0.0.0,,,02-01-2024 13:35:03,02-01-2024 13:35:06,3.663s,PASSED
"click(findTestObject(""Object Repository/Login/1 email""))",Chrome 120.0.0.0,,,02-01-2024 13:35:06,02-01-2024 13:35:07,0.519s,PASSED
"setText(findTestObject(""Object Repository/Login/2 user id""), email)",Chrome 120.0.0.0,,,02-01-2024 13:35:07,02-01-2024 13:35:08,0.761s,PASSED
"setText(findTestObject(""Object Repository/Login/3 password""), password)",Chrome 120.0.0.0,,,02-01-2024 13:35:08,02-01-2024 13:35:08,0.816s,PASSED
"click(findTestObject(""Object Repository/Login/4 sign in""))",Chrome 120.0.0.0,,,02-01-2024 13:35:08,02-01-2024 13:35:09,0.364s,PASSED
delay(2),Chrome 120.0.0.0,,,02-01-2024 13:35:09,02-01-2024 13:35:11,2.049s,PASSED
"navigateToUrl(""https://www.netflix.com/profiles/manage"")",Chrome 120.0.0.0,,,02-01-2024 13:35:11,02-01-2024 13:35:14,2.782s,PASSED
"click(findTestObject(""Profile/profile yang ingin dihapus""), OPTIONAL)",Chrome 120.0.0.0,,,02-01-2024 13:35:14,02-01-2024 13:35:15,1.514s,PASSED
"click(findTestObject(""Profile/profile delete""), OPTIONAL)",Chrome 120.0.0.0,,,02-01-2024 13:35:15,02-01-2024 13:35:16,1.190s,PASSED
"click(findTestObject(""Profile/profile delete confirm""), OPTIONAL)",Chrome 120.0.0.0,,,02-01-2024 13:35:16,02-01-2024 13:35:17,0.583s,PASSED
"click(findTestObject(""Profile/profile yang ingin dihapus""), OPTIONAL)",Chrome 120.0.0.0,,,02-01-2024 13:35:17,02-01-2024 13:35:18,0.909s,PASSED
"click(findTestObject(""Profile/profile delete""), OPTIONAL)",Chrome 120.0.0.0,,,02-01-2024 13:35:18,02-01-2024 13:35:19,1.222s,PASSED
