Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Full Reset v2.0,Chrome 120.0.0.0,,,03-01-2024 18:08:28,03-01-2024 18:14:25,5m - 56.697s,FAILED
,,,,,,,
Test Cases/TC Full Reset v2.0,Chrome 120.0.0.0,,,03-01-2024 18:08:28,03-01-2024 18:08:49,20.788s,FAILED
"openBrowser("""")",Chrome 120.0.0.0,,,03-01-2024 18:08:29,03-01-2024 18:08:32,3.154s,PASSED
"navigateToUrl(""https://www.netflix.com/id/login"")",Chrome 120.0.0.0,,,03-01-2024 18:08:32,03-01-2024 18:08:38,5.376s,PASSED
"click(findTestObject(""Object Repository/Login/1 email""))",Chrome 120.0.0.0,,,03-01-2024 18:08:38,03-01-2024 18:08:39,0.891s,PASSED
"setText(findTestObject(""Object Repository/Login/2 user id""), email)",Chrome 120.0.0.0,,,03-01-2024 18:08:39,03-01-2024 18:08:40,1.039s,PASSED
"setText(findTestObject(""Object Repository/Login/3 password""), password)",Chrome 120.0.0.0,,,03-01-2024 18:08:40,03-01-2024 18:08:41,1.155s,PASSED
"click(findTestObject(""Object Repository/Login/4 sign in""))",Chrome 120.0.0.0,,,03-01-2024 18:08:41,03-01-2024 18:08:41,0.513s,PASSED
delay(2),Chrome 120.0.0.0,,,03-01-2024 18:08:41,03-01-2024 18:08:44,2.133s,PASSED
"navigateToUrl(""https://www.netflix.com/profiles/manage"")",Chrome 120.0.0.0,,,03-01-2024 18:08:44,03-01-2024 18:08:46,2.807s,PASSED
"click(findTestObject(""Profile/profile yang ingin dihapus 2""), STOP_ON_FAILURE)",Chrome 120.0.0.0,,,03-01-2024 18:08:46,03-01-2024 18:08:49,2.702s,FAILED
,,,,,,,
Test Cases/TC Full Reset v2.0,Chrome 120.0.0.0,,,03-01-2024 18:08:49,03-01-2024 18:09:01,12.067s,FAILED
"openBrowser("""")",Chrome 120.0.0.0,,,03-01-2024 18:08:49,03-01-2024 18:08:51,1.349s,PASSED
"navigateToUrl(""https://www.netflix.com/id/login"")",Chrome 120.0.0.0,,,03-01-2024 18:08:51,03-01-2024 18:09:01,10.503s,FAILED
,,,,,,,
Test Cases/TC Full Reset v2.0,Chrome 120.0.0.0,,,03-01-2024 18:09:01,03-01-2024 18:14:08,5m - 6.375s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,03-01-2024 18:09:01,03-01-2024 18:09:03,1.342s,PASSED
"navigateToUrl(""https://www.netflix.com/id/login"")",Chrome 120.0.0.0,,,03-01-2024 18:09:03,03-01-2024 18:09:11,8.394s,PASSED
"click(findTestObject(""Object Repository/Login/1 email""))",Chrome 120.0.0.0,,,03-01-2024 18:09:11,03-01-2024 18:09:11,0.405s,PASSED
"setText(findTestObject(""Object Repository/Login/2 user id""), email)",Chrome 120.0.0.0,,,03-01-2024 18:09:11,03-01-2024 18:09:12,0.956s,PASSED
"setText(findTestObject(""Object Repository/Login/3 password""), password)",Chrome 120.0.0.0,,,03-01-2024 18:09:12,03-01-2024 18:09:13,0.985s,PASSED
"click(findTestObject(""Object Repository/Login/4 sign in""))",Chrome 120.0.0.0,,,03-01-2024 18:09:13,03-01-2024 18:09:14,0.402s,PASSED
delay(2),Chrome 120.0.0.0,,,03-01-2024 18:09:14,03-01-2024 18:09:16,2.016s,PASSED
"navigateToUrl(""https://www.netflix.com/profiles/manage"")",Chrome 120.0.0.0,,,03-01-2024 18:09:16,03-01-2024 18:09:24,8.528s,PASSED
"click(findTestObject(""Profile/profile yang ingin dihapus 2""), STOP_ON_FAILURE)",Chrome 120.0.0.0,,,03-01-2024 18:09:24,03-01-2024 18:09:25,0.651s,PASSED
"click(findTestObject(""Profile/profile delete""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 18:09:25,03-01-2024 18:09:27,2.098s,PASSED
"click(findTestObject(""Profile/profile delete confirm""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 18:09:27,03-01-2024 18:09:28,1.021s,PASSED
"click(findTestObject(""Profile/GagalHapus/simpan profile""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 18:09:28,03-01-2024 18:09:31,2.497s,PASSED
"click(findTestObject(""Profile/GagalHapus/batal""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 18:09:31,03-01-2024 18:09:33,2.277s,PASSED
"click(findTestObject(""Profile/profile yang ingin dihapus 3""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 18:09:33,03-01-2024 18:09:35,2.416s,PASSED
"click(findTestObject(""Profile/profile delete""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 18:09:35,03-01-2024 18:09:38,2.274s,PASSED
"click(findTestObject(""Profile/profile delete confirm""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 18:09:38,03-01-2024 18:09:40,2.282s,PASSED
