Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Full Reset,Chrome 120.0.0.0,,,02-01-2024 13:20:46,02-01-2024 13:22:44,1m - 58.151s,PASSED
,,,,,,,
Test Cases/TC Full Reset,Chrome 120.0.0.0,,,02-01-2024 13:20:47,02-01-2024 13:22:44,1m - 57.839s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,02-01-2024 13:20:47,02-01-2024 13:20:50,2.140s,PASSED
"navigateToUrl(""https://www.netflix.com/id/login"")",Chrome 120.0.0.0,,,02-01-2024 13:20:50,02-01-2024 13:20:56,6.308s,PASSED
"click(findTestObject(""Object Repository/Login/1 email""))",Chrome 120.0.0.0,,,02-01-2024 13:20:56,02-01-2024 13:21:00,4.243s,PASSED
"setText(findTestObject(""Object Repository/Login/2 user id""), email)",Chrome 120.0.0.0,,,02-01-2024 13:21:00,02-01-2024 13:21:01,0.766s,PASSED
"setText(findTestObject(""Object Repository/Login/3 password""), password)",Chrome 120.0.0.0,,,02-01-2024 13:21:01,02-01-2024 13:21:02,0.729s,PASSED
"click(findTestObject(""Object Repository/Login/4 sign in""))",Chrome 120.0.0.0,,,02-01-2024 13:21:02,02-01-2024 13:21:02,0.409s,PASSED
delay(2),Chrome 120.0.0.0,,,02-01-2024 13:21:02,02-01-2024 13:21:04,2.051s,PASSED
"navigateToUrl(""https://www.netflix.com/profiles/manage"")",Chrome 120.0.0.0,,,02-01-2024 13:21:04,02-01-2024 13:21:07,2.514s,PASSED
"click(findTestObject(""Profile/profile yang ingin dihapus""), OPTIONAL)",Chrome 120.0.0.0,,,02-01-2024 13:21:07,02-01-2024 13:21:07,0.752s,PASSED
"click(findTestObject(""Profile/profile delete""), OPTIONAL)",Chrome 120.0.0.0,,,02-01-2024 13:21:07,02-01-2024 13:21:08,1.191s,PASSED
"click(findTestObject(""Profile/profile delete confirm""), OPTIONAL)",Chrome 120.0.0.0,,,02-01-2024 13:21:08,02-01-2024 13:21:09,0.473s,PASSED
"click(findTestObject(""Profile/profile yang ingin dihapus""), OPTIONAL)",Chrome 120.0.0.0,,,02-01-2024 13:21:09,02-01-2024 13:21:10,0.834s,PASSED
"click(findTestObject(""Profile/profile delete""), OPTIONAL)",Chrome 120.0.0.0,,,02-01-2024 13:21:10,02-01-2024 13:21:11,1.161s,PASSED
"click(findTestObject(""Profile/profile delete confirm""), OPTIONAL)",Chrome 120.0.0.0,,,02-01-2024 13:21:11,02-01-2024 13:21:11,0.464s,PASSED
"click(findTestObject(""Profile/profile yang ingin dihapus""), OPTIONAL)",Chrome 120.0.0.0,,,02-01-2024 13:21:11,02-01-2024 13:21:12,0.918s,PASSED
"click(findTestObject(""Profile/profile delete""), OPTIONAL)",Chrome 120.0.0.0,,,02-01-2024 13:21:12,02-01-2024 13:21:14,1.222s,PASSED
"click(findTestObject(""Profile/profile delete confirm""), OPTIONAL)",Chrome 120.0.0.0,,,02-01-2024 13:21:14,02-01-2024 13:21:14,0.576s,PASSED
"click(findTestObject(""Profile/profile yang ingin dihapus""), OPTIONAL)",Chrome 120.0.0.0,,,02-01-2024 13:21:14,02-01-2024 13:21:16,1.457s,PASSED
"click(findTestObject(""Profile/profile delete""), OPTIONAL)",Chrome 120.0.0.0,,,02-01-2024 13:21:16,02-01-2024 13:21:17,1.237s,PASSED
"click(findTestObject(""Profile/profile delete confirm""), OPTIONAL)",Chrome 120.0.0.0,,,02-01-2024 13:21:17,02-01-2024 13:21:17,0.560s,PASSED
"navigateToUrl(""https://www.netflix.com/profiles/manage"", OPTIONAL)",Chrome 120.0.0.0,,,02-01-2024 13:21:17,02-01-2024 13:21:19,1.693s,PASSED
"click(findTestObject(""Profile/profile edit name 1""))",Chrome 120.0.0.0,,,02-01-2024 13:21:19,02-01-2024 13:21:20,0.726s,PASSED
"clearText(findTestObject(""Profile/profile edit name text""))",Chrome 120.0.0.0,,,02-01-2024 13:21:20,02-01-2024 13:21:21,1.229s,PASSED
