Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Full Reset v2.0,Chrome 120.0.0.0,,,03-01-2024 16:31:23,03-01-2024 16:48:21,16m - 57.847s,FAILED
,,,,,,,
Test Cases/TC Full Reset v2.0,Chrome 120.0.0.0,,,03-01-2024 16:31:24,03-01-2024 16:35:33,4m - 8.883s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,03-01-2024 16:31:25,03-01-2024 16:31:28,2.786s,PASSED
"navigateToUrl(""https://www.netflix.com/id/login"")",Chrome 120.0.0.0,,,03-01-2024 16:31:28,03-01-2024 16:31:32,3.500s,PASSED
"click(findTestObject(""Object Repository/Login/1 email""))",Chrome 120.0.0.0,,,03-01-2024 16:31:32,03-01-2024 16:31:32,0.556s,PASSED
"setText(findTestObject(""Object Repository/Login/2 user id""), email)",Chrome 120.0.0.0,,,03-01-2024 16:31:32,03-01-2024 16:31:33,0.865s,PASSED
"setText(findTestObject(""Object Repository/Login/3 password""), password)",Chrome 120.0.0.0,,,03-01-2024 16:31:33,03-01-2024 16:31:34,0.867s,PASSED
"click(findTestObject(""Object Repository/Login/4 sign in""))",Chrome 120.0.0.0,,,03-01-2024 16:31:34,03-01-2024 16:31:34,0.412s,PASSED
delay(2),Chrome 120.0.0.0,,,03-01-2024 16:31:34,03-01-2024 16:31:36,2.066s,PASSED
"navigateToUrl(""https://www.netflix.com/profiles/manage"")",Chrome 120.0.0.0,,,03-01-2024 16:31:36,03-01-2024 16:31:40,3.546s,PASSED
"click(findTestObject(""Profile/profile yang ingin dihapus 2""), STOP_ON_FAILURE)",Chrome 120.0.0.0,,,03-01-2024 16:31:40,03-01-2024 16:31:41,0.707s,PASSED
"click(findTestObject(""Profile/profile delete""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:31:41,03-01-2024 16:31:42,1.174s,PASSED
"click(findTestObject(""Profile/profile delete confirm""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:31:42,03-01-2024 16:31:42,0.461s,PASSED
"click(findTestObject(""Profile/GagalHapus/simpan profile""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:31:42,03-01-2024 16:31:44,2.248s,PASSED
"click(findTestObject(""Profile/GagalHapus/batal""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:31:45,03-01-2024 16:31:47,2.252s,PASSED
"click(findTestObject(""Profile/profile yang ingin dihapus 3""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:31:47,03-01-2024 16:31:49,2.332s,PASSED
"click(findTestObject(""Profile/profile delete""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:31:49,03-01-2024 16:31:52,2.482s,PASSED
"click(findTestObject(""Profile/profile delete confirm""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:31:52,03-01-2024 16:31:54,2.271s,PASSED
"click(findTestObject(""Profile/GagalHapus/simpan profile""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:31:54,03-01-2024 16:31:56,2.275s,PASSED
"click(findTestObject(""Profile/GagalHapus/batal""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:31:56,03-01-2024 16:31:58,2.223s,PASSED
"click(findTestObject(""Profile/profile yang ingin dihapus 4""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:31:58,03-01-2024 16:32:01,2.360s,PASSED
"click(findTestObject(""Profile/profile delete""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:32:01,03-01-2024 16:32:03,2.255s,PASSED
"click(findTestObject(""Profile/profile delete confirm""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:32:03,03-01-2024 16:32:05,2.184s,PASSED
"click(findTestObject(""Profile/GagalHapus/simpan profile""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:32:05,03-01-2024 16:32:07,2.188s,PASSED
"click(findTestObject(""Profile/GagalHapus/batal""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:32:07,03-01-2024 16:32:10,2.257s,PASSED
"click(findTestObject(""Profile/profile yang ingin dihapus 5""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:32:10,03-01-2024 16:32:12,2.287s,PASSED
"click(findTestObject(""Profile/profile delete""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:32:12,03-01-2024 16:32:14,2.270s,PASSED
"click(findTestObject(""Profile/profile delete confirm""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:32:14,03-01-2024 16:32:16,2.233s,PASSED
"click(findTestObject(""Profile/GagalHapus/simpan profile""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:32:16,03-01-2024 16:32:19,2.216s,PASSED
"click(findTestObject(""Profile/GagalHapus/batal""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:32:19,03-01-2024 16:32:21,2.180s,PASSED
"navigateToUrl(""https://www.netflix.com/profiles/manage"", OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:32:21,03-01-2024 16:32:22,1.201s,PASSED
"click(findTestObject(""Profile/profile edit name 1""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:32:22,03-01-2024 16:32:23,0.715s,PASSED
"clearText(findTestObject(""Profile/profile edit name text""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:32:23,03-01-2024 16:32:24,1.162s,PASSED
"setText(findTestObject(""Profile/profile edit name text""), ""PROFILE 1"", OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:32:24,03-01-2024 16:32:25,0.911s,PASSED
"click(findTestObject(""Profile/language change""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:32:25,03-01-2024 16:32:25,0.500s,PASSED
"click(findTestObject(""Profile/language indonesia""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:32:25,03-01-2024 16:32:26,0.469s,PASSED
"click(findTestObject(""Profile/profile edit name save""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:32:26,03-01-2024 16:32:26,0.469s,PASSED
"click(findTestObject(""Profile/profile edit name 2""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:32:26,03-01-2024 16:32:29,2.439s,PASSED
"clearText(findTestObject(""Profile/profile edit name text""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:32:29,03-01-2024 16:32:31,2.295s,PASSED
"setText(findTestObject(""Profile/profile edit name text""), ""x2"", OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:32:31,03-01-2024 16:32:33,2.247s,PASSED
"click(findTestObject(""Profile/language change""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:32:33,03-01-2024 16:32:35,2.217s,PASSED
"click(findTestObject(""Profile/language indonesia""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:32:35,03-01-2024 16:32:38,2.226s,PASSED
"click(findTestObject(""Profile/profile edit name save""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:32:38,03-01-2024 16:32:40,2.196s,PASSED
"click(findTestObject(""Profile/profile edit name 3""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:32:40,03-01-2024 16:32:42,2.213s,PASSED
"clearText(findTestObject(""Profile/profile edit name text""), OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:32:42,03-01-2024 16:32:44,2.198s,PASSED
"setText(findTestObject(""Profile/profile edit name text""), ""x3"", OPTIONAL)",Chrome 120.0.0.0,,,03-01-2024 16:32:44,03-01-2024 16:32:46,2.193s,PASSED
