Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Full Reset v2.0,,,,2024-01-03 16:22:16,2024-01-03 16:22:30,14.051s,FAILED
,,,,,,,
Test Cases/TC Full Reset v2.0,,,,2024-01-03 16:22:16,2024-01-03 16:22:20,3.787s,FAILED
"openBrowser("""")",,,,2024-01-03 16:22:17,2024-01-03 16:22:20,3.020s,FAILED
,,,,,,,
Test Cases/TC Full Reset v2.0,,,,2024-01-03 16:22:20,2024-01-03 16:22:22,1.573s,FAILED
"openBrowser("""")",,,,2024-01-03 16:22:20,2024-01-03 16:22:22,1.449s,FAILED
,,,,,,,
Test Cases/TC Full Reset v2.0,,,,2024-01-03 16:22:22,2024-01-03 16:22:23,1.546s,FAILED
"openBrowser("""")",,,,2024-01-03 16:22:22,2024-01-03 16:22:23,1.513s,FAILED
,,,,,,,
Test Cases/TC Full Reset v2.0,,,,2024-01-03 16:22:23,2024-01-03 16:22:25,1.444s,FAILED
"openBrowser("""")",,,,2024-01-03 16:22:23,2024-01-03 16:22:25,1.408s,FAILED
,,,,,,,
Test Cases/TC Full Reset v2.0,,,,2024-01-03 16:22:25,2024-01-03 16:22:26,1.586s,FAILED
"openBrowser("""")",,,,2024-01-03 16:22:25,2024-01-03 16:22:26,1.541s,FAILED
,,,,,,,
Test Cases/TC Full Reset v2.0,,,,2024-01-03 16:22:26,2024-01-03 16:22:28,1.421s,FAILED
"openBrowser("""")",,,,2024-01-03 16:22:26,2024-01-03 16:22:28,1.387s,FAILED
,,,,,,,
Test Cases/TC Full Reset v2.0,,,,2024-01-03 16:22:28,2024-01-03 16:22:30,1.810s,FAILED
"openBrowser("""")",,,,2024-01-03 16:22:28,2024-01-03 16:22:30,1.766s,FAILED
